Scaffold	GeneID	BioType
NC_031979.2	LOC109205028	lncRNA
NC_031979.2	LOC109205030	lncRNA
NC_031979.2	LOC102075786	protein_coding
NC_031979.2	LOC102081899	lncRNA
NC_031979.2	LOC102081702	protein_coding
NC_031979.2	LOC102081605	protein_coding
NC_031979.2	LOC102080793	protein_coding
NC_031979.2	LOC109200093	protein_coding
NC_031979.2	LOC112842201	lncRNA
NC_031979.2	gemin7	protein_coding
NC_031979.2	LOC112842151	lncRNA
NC_031979.2	LOC100711855	protein_coding
NC_031979.2	LOC100704896	protein_coding
NC_031979.2	ppp1r37	protein_coding
NC_031979.2	LOC102081410	protein_coding
NC_031979.2	mrpl28	protein_coding
NC_031979.2	LOC100712393	protein_coding
NC_031979.2	LOC109200092	lncRNA
NC_031979.2	LOC100694457	protein_coding
NC_031979.2	LOC102080642	protein_coding
NC_031979.2	LOC102075940	protein_coding
NC_031979.2	LOC102080730	protein_coding
NC_031979.2	LOC109204913	lncRNA
NC_031979.2	LOC106099001	protein_coding
NC_031979.2	LOC112842079	lncRNA
NC_031979.2	LOC106099006	lncRNA
NC_031979.2	LOC100708386	protein_coding
NC_031979.2	LOC100708116	protein_coding
NC_031979.2	LOC100707847	protein_coding
NC_031979.2	bud23	protein_coding
NC_031979.2	dnajc30	protein_coding
NC_031979.2	sh2b2	protein_coding
NC_031979.2	LOC112842067	lncRNA
NC_031979.2	LOC109204935	lncRNA
NC_031979.2	cux1	protein_coding
NC_031979.2	LOC100706777	protein_coding
NC_031979.2	LOC102078035	protein_coding
NC_031979.2	LOC102077957	lncRNA
NC_031979.2	LOC112842150	protein_coding
NC_031979.2	srprb	protein_coding
NC_031979.2	wdr53	protein_coding
NC_031979.2	neu4	protein_coding
NC_031979.2	lxn	protein_coding
NC_031979.2	gfm1	protein_coding
NC_031979.2	LOC100705971	protein_coding
NC_031979.2	lg14h19orf54	protein_coding
NC_031979.2	snrpa	protein_coding
NC_031979.2	LOC100705453	protein_coding
NC_031979.2	clasrp	protein_coding
NC_031979.2	LOC100705183	protein_coding
NC_031979.2	LOC100704914	protein_coding
NC_031979.2	fosb	protein_coding
NC_031979.2	LOC106099004	lncRNA
NC_031979.2	lg14h19orf47	protein_coding
NC_031979.2	ttc9b	protein_coding
NC_031979.2	map3k10	protein_coding
NC_031979.2	LOC112842142	lncRNA
NC_031979.2	sipa1l3	protein_coding
NC_031979.2	LOC100696561	protein_coding
NC_031979.2	qpctl	protein_coding
NC_031979.2	LOC100703566	protein_coding
NC_031979.2	LOC100703297	protein_coding
NC_031979.2	tbcb	protein_coding
NC_031979.2	clptm1	protein_coding
NC_031979.2	relb	protein_coding
NC_031979.2	LOC109205034	lncRNA
NC_031979.2	LOC100702756	protein_coding
NC_031979.2	LOC100695509	protein_coding
NC_031979.2	LOC102080526	protein_coding
NC_031979.2	otol1	protein_coding
NC_031979.2	LOC106099003	protein_coding
NC_031979.2	sptssb	protein_coding
NC_031979.2	nmd3	protein_coding
NC_031979.2	ppm1l	protein_coding
NC_031979.2	arl14	protein_coding
NC_031979.2	kpna4	protein_coding
NC_031979.2	trim59	protein_coding
NC_031979.2	smc4	protein_coding
NC_031979.2	ift80	protein_coding
NC_031979.2	lg14h3orf80	protein_coding
NC_031979.2	LOC109204939	protein_coding
NC_031979.2	LOC100701675	protein_coding
NC_031979.2	LOC100701404	protein_coding
NC_031979.2	LOC100701131	protein_coding
NC_031979.2	LOC112842169	protein_coding
NC_031979.2	mfsd1	protein_coding
NC_031979.2	LOC100693192	protein_coding
NC_031979.2	LOC100692921	protein_coding
NC_031979.2	igsf10	protein_coding
NC_031979.2	LOC100692650	protein_coding
NC_031979.2	sucnr1	protein_coding
NC_031979.2	mbnl1	protein_coding
NC_031979.2	LOC112842121	lncRNA
NC_031979.2	p2ry1	protein_coding
NC_031979.2	rap2b	protein_coding
NC_031979.2	LOC112842120	lncRNA
NC_031979.2	LOC112842119	lncRNA
NC_031979.2	arhgef26	protein_coding
NC_031979.2	dhx36	protein_coding
NC_031979.2	gpr149	protein_coding
NC_031979.2	mme	protein_coding
NC_031979.2	LOC112842118	protein_coding
NC_031979.2	LOC100698432	protein_coding
NC_031979.2	LOC100707321	protein_coding
NC_031979.2	LOC100707583	protein_coding
NC_031979.2	LOC100707858	protein_coding
NC_031979.2	LOC100708128	protein_coding
NC_031979.2	LOC112842170	pseudogene
NC_031979.2	LOC109204981	protein_coding
NC_031979.2	LOC100708396	protein_coding
NC_031979.2	LOC100708671	protein_coding
NC_031979.2	LOC100708942	protein_coding
NC_031979.2	LOC109204979	protein_coding
NC_031979.2	LOC112842217	protein_coding
NC_031979.2	LOC109205011	protein_coding
NC_031979.2	LOC109205010	protein_coding
NC_031979.2	LOC100709748	protein_coding
NC_031979.2	LOC100710018	protein_coding
NC_031979.2	LOC100710284	protein_coding
NC_031979.2	LOC106097706	protein_coding
NC_031979.2	LOC112842180	protein_coding
NC_031979.2	LOC100710817	protein_coding
NC_031979.2	LOC100710546	protein_coding
NC_031979.2	LOC100711082	protein_coding
NC_031979.2	LOC100711351	protein_coding
NC_031979.2	LOC100711623	protein_coding
NC_031979.2	LOC100711892	protein_coding
NC_031979.2	LOC106097071	protein_coding
NC_031979.2	LOC100712162	protein_coding
NC_031979.2	LOC102077138	protein_coding
NC_031979.2	LOC100712432	protein_coding
NC_031979.2	LOC102078847	protein_coding
NC_031979.2	LOC100689813	protein_coding
NC_031979.2	LOC100690081	protein_coding
NC_031979.2	LOC100690347	protein_coding
NC_031979.2	LOC100690618	protein_coding
NC_031979.2	LOC100690890	protein_coding
NC_031979.2	LOC109204908	protein_coding
NC_031979.2	LOC109204909	protein_coding
NC_031979.2	LOC102079316	protein_coding
NC_031979.2	LOC109204940	protein_coding
NC_031979.2	LOC102079509	protein_coding
NC_031979.2	LOC100691424	protein_coding
NC_031979.2	LOC100691692	protein_coding
NC_031979.2	LOC102079809	protein_coding
NC_031979.2	LOC100691962	protein_coding
NC_031979.2	LOC100692230	protein_coding
NC_031979.2	LOC112842155	lncRNA
NC_031979.2	LOC109194664	lncRNA
NC_031979.2	LOC109194662	protein_coding
NC_031979.2	LOC109194663	protein_coding
NC_031979.2	LOC100692500	protein_coding
NC_031979.2	LOC100692769	protein_coding
NC_031979.2	LOC100693042	protein_coding
NC_031979.2	LOC100710434	protein_coding
NC_031979.2	LOC109205051	protein_coding
NC_031979.2	LOC100710172	protein_coding
NC_031979.2	LOC102082067	protein_coding
NC_031979.2	LOC100709906	protein_coding
NC_031979.2	LOC100709633	protein_coding
NC_031979.2	LOC100709365	protein_coding
NC_031979.2	LOC100709096	protein_coding
NC_031979.2	LOC100708825	protein_coding
NC_031979.2	LOC100708555	protein_coding
NC_031979.2	LOC100708286	protein_coding
NC_031979.2	LOC109194621	protein_coding
NC_031979.2	LOC100708015	protein_coding
NC_031979.2	LOC100707746	pseudogene
NC_031979.2	LOC109204977	protein_coding
NC_031979.2	LOC109194620	lncRNA
NC_031979.2	LOC100707480	protein_coding
NC_031979.2	LOC100706954	protein_coding
NC_031979.2	LOC112842083	protein_coding
NC_031979.2	LOC100706417	protein_coding
NC_031979.2	LOC109194619	lncRNA
NC_031979.2	LOC109194617	protein_coding
NC_031979.2	LOC109194618	protein_coding
NC_031979.2	LOC100705889	protein_coding
NC_031979.2	LOC100705623	protein_coding
NC_031979.2	LOC109205036	protein_coding
NC_031979.2	LOC109204976	protein_coding
NC_031979.2	LOC100705358	protein_coding
NC_031979.2	LOC109204975	protein_coding
NC_031979.2	LOC100705093	protein_coding
NC_031979.2	LOC102080957	protein_coding
NC_031979.2	LOC109204974	protein_coding
NC_031979.2	LOC109204973	protein_coding
NC_031979.2	LOC100704822	protein_coding
NC_031979.2	LOC100704553	protein_coding
NC_031979.2	LOC100704286	protein_coding
NC_031979.2	LOC109204972	protein_coding
NC_031979.2	LOC100703746	protein_coding
NC_031979.2	LOC100703470	protein_coding
NC_031979.2	LOC100703201	protein_coding
NC_031979.2	lg14h3orf33	protein_coding
NC_031979.2	LOC100702662	protein_coding
NC_031979.2	LOC102078869	lncRNA
NC_031979.2	LOC102078763	protein_coding
NC_031979.2	LOC100702391	protein_coding
NC_031979.2	LOC100702126	protein_coding
NC_031979.2	LOC100701857	protein_coding
NC_031979.2	trnap-agg	tRNA
NC_031979.2	trnap-cgg	tRNA
NC_031979.2	dyrk1a	protein_coding
NC_031979.2	LOC102078098	protein_coding
NC_031979.2	LOC100701311	protein_coding
NC_031979.2	LOC100697286	protein_coding
NC_031979.2	LOC100701038	protein_coding
NC_031979.2	LOC100697016	protein_coding
NC_031979.2	LOC100700768	protein_coding
NC_031979.2	LOC102077226	lncRNA
NC_031979.2	LOC100696748	protein_coding
NC_031979.2	trnam-cau	tRNA
NC_031979.2	LOC100696479	protein_coding
NC_031979.2	LOC100700503	protein_coding
NC_031979.2	LOC100700226	protein_coding
NC_031979.2	acad8	protein_coding
NC_031979.2	thyn1	protein_coding
NC_031979.2	vps26b	protein_coding
NC_031979.2	jam3	protein_coding
NC_031979.2	igsf9b	protein_coding
NC_031979.2	LOC102080300	protein_coding
NC_031979.2	LOC100699154	protein_coding
NC_031979.2	LOC112842105	lncRNA
NC_031979.2	LOC112842106	lncRNA
NC_031979.2	ncam1	protein_coding
NC_031979.2	LOC109194417	lncRNA
NC_031979.2	LOC109205092	lncRNA
NC_031979.2	LOC100698618	protein_coding
NC_031979.2	tmprss5	protein_coding
NC_031979.2	pih1d2	protein_coding
NC_031979.2	LOC100698087	protein_coding
NC_031979.2	nkapd1	protein_coding
NC_031979.2	lrfn1	protein_coding
NC_031979.2	LOC100711723	protein_coding
NC_031979.2	LOC109204933	lncRNA
NC_031979.2	LOC100693056	protein_coding
NC_031979.2	samd4b	protein_coding
NC_031979.2	LOC112842075	lncRNA
NC_031979.2	LOC100711992	protein_coding
NC_031979.2	paf1	protein_coding
NC_031979.2	LOC100693855	lncRNA
NC_031979.2	LOC100712260	protein_coding
NC_031979.2	tsr1	protein_coding
NC_031979.2	hic1	protein_coding
NC_031979.2	LOC102081189	lncRNA
NC_031979.2	LOC112842160	lncRNA
NC_031979.2	dph1	protein_coding
NC_031979.2	rtn4rl1	protein_coding
NC_031979.2	LOC112842162	lncRNA
NC_031979.2	LOC109205013	lncRNA
NC_031979.2	rpa1	protein_coding
NC_031979.2	LOC112842071	lncRNA
NC_031979.2	serpinf2	protein_coding
NC_031979.2	wdr81	protein_coding
NC_031979.2	LOC106097866	protein_coding
NC_031979.2	LOC109194660	protein_coding
NC_031979.2	LOC100690442	protein_coding
NC_031979.2	LOC112842165	lncRNA
NC_031979.2	LOC100690717	protein_coding
NC_031979.2	LOC100690984	protein_coding
NC_031979.2	pitpnm3	protein_coding
NC_031979.2	kiaa0753	protein_coding
NC_031979.2	txndc17	protein_coding
NC_031979.2	nxn	protein_coding
NC_031979.2	mrm3	protein_coding
NC_031979.2	glod4	protein_coding
NC_031979.2	kiaa0100	protein_coding
NC_031979.2	LOC100692054	protein_coding
NC_031979.2	LOC100696248	protein_coding
NC_031979.2	LOC100692325	protein_coding
NC_031979.2	LOC100696513	protein_coding
NC_031979.2	hnf1b	protein_coding
NC_031979.2	LOC102076435	lncRNA
NC_031979.2	synrg	protein_coding
NC_031979.2	dusp14	protein_coding
NC_031979.2	tada2a	protein_coding
NC_031979.2	traf4	protein_coding
NC_031979.2	nek8	protein_coding
NC_031979.2	tlcd1	protein_coding
NC_031979.2	rab34	protein_coding
NC_031979.2	LOC100697759	protein_coding
NC_031979.2	proca1	protein_coding
NC_031979.2	LOC100698653	protein_coding
NC_031979.2	LOC100694215	protein_coding
NC_031979.2	LOC112842145	lncRNA
NC_031979.2	LOC100694479	protein_coding
NC_031979.2	LOC100694748	pseudogene
NC_031979.2	LOC112842146	lncRNA
NC_031979.2	LOC100698923	protein_coding
NC_031979.2	LOC100695275	protein_coding
NC_031979.2	LOC100695540	lncRNA
NC_031979.2	LOC109205069	lncRNA
NC_031979.2	LOC109194269	protein_coding
NC_031979.2	LOC102079410	lncRNA
NC_031979.2	LOC106097863	protein_coding
NC_031979.2	LOC109205068	lncRNA
NC_031979.2	LOC100695806	protein_coding
NC_031979.2	LOC100699728	protein_coding
NC_031979.2	LOC106097865	lncRNA
NC_031979.2	LOC100699992	protein_coding
NC_031979.2	LOC100696065	pseudogene
NC_031979.2	LOC102082640	protein_coding
NC_031979.2	LOC112842147	lncRNA
NC_031979.2	LOC100701254	protein_coding
NC_031979.2	LOC100696595	protein_coding
NC_031979.2	LOC112841634	protein_coding
NC_031979.2	LOC109204971	protein_coding
NC_031979.2	LOC106097860	lncRNA
NC_031979.2	LOC100696861	protein_coding
NC_031979.2	LOC102080198	protein_coding
NC_031979.2	LOC100700540	protein_coding
NC_031979.2	LOC100697126	protein_coding
NC_031979.2	LOC102080564	protein_coding
NC_031979.2	LOC100701072	protein_coding
NC_031979.2	LOC112842116	protein_coding
NC_031979.2	c2cd3	protein_coding
NC_031979.2	p4ha3	protein_coding
NC_031979.2	LOC100697927	protein_coding
NC_031979.2	LOC100698199	protein_coding
NC_031979.2	LOC100701346	protein_coding
NC_031979.2	LOC100698463	protein_coding
NC_031979.2	LOC102081710	protein_coding
NC_031979.2	LOC112842084	pseudogene
NC_031979.2	LOC100699727	pseudogene
NC_031979.2	LOC100699991	pseudogene
NC_031979.2	LOC106096575	pseudogene
NC_031979.2	LOC100691751	pseudogene
NC_031979.2	LOC100692022	protein_coding
NC_031979.2	LOC100692293	protein_coding
NC_031979.2	LOC112842211	lncRNA
NC_031979.2	LOC109194643	protein_coding
NC_031979.2	LOC109194642	protein_coding
NC_031979.2	LOC100692565	protein_coding
NC_031979.2	LOC106096576	lncRNA
NC_031979.2	LOC100692834	pseudogene
NC_031979.2	LOC109204970	pseudogene
NC_031979.2	LOC100693380	protein_coding
NC_031979.2	LOC100693644	protein_coding
NC_031979.2	LOC102083332	pseudogene
NC_031979.2	LOC100709009	protein_coding
NC_031979.2	LOC100709280	protein_coding
NC_031979.2	LOC100709548	protein_coding
NC_031979.2	LOC106096571	protein_coding
NC_031979.2	LOC100710087	protein_coding
NC_031979.2	LOC100690683	protein_coding
NC_031979.2	LOC100710350	protein_coding
NC_031979.2	LOC109205047	lncRNA
NC_031979.2	LOC100710615	protein_coding
NC_031979.2	rrp8	protein_coding
NC_031979.2	LOC100690951	protein_coding
NC_031979.2	apbb1	protein_coding
NC_031979.2	LOC112842148	lncRNA
NC_031979.2	LOC109194607	lncRNA
NC_031979.2	robo1	lncRNA
NC_031979.2	LOC109194608	lncRNA
NC_031979.2	robo2	protein_coding
NC_031979.2	LOC100711959	protein_coding
NC_031979.2	LOC100691215	protein_coding
NC_031979.2	LOC112842112	lncRNA
NC_031979.2	LOC100712494	protein_coding
NC_031979.2	LOC100689876	protein_coding
NC_031979.2	LOC100690139	protein_coding
NC_031979.2	LOC100691484	protein_coding
NC_031979.2	LOC100690407	protein_coding
NC_031979.2	LOC112842199	lncRNA
NC_031979.2	LOC109194670	protein_coding
NC_031979.2	LOC109194669	protein_coding
NC_031979.2	LOC109194668	protein_coding
NC_031979.2	LOC102076189	protein_coding
NC_031979.2	LOC106096572	lncRNA
NC_031979.2	LOC109204969	protein_coding
NC_031979.2	LOC109204968	protein_coding
NC_031979.2	LOC109204902	lncRNA
NC_031979.2	LOC109204967	protein_coding
NC_031979.2	LOC112842098	protein_coding
NC_031979.2	LOC109204910	lncRNA
NC_031979.2	LOC112842085	protein_coding
NC_031979.2	LOC109205073	protein_coding
NC_031979.2	LOC106096569	lncRNA
NC_031979.2	LOC106096573	protein_coding
NC_031979.2	LOC109204966	protein_coding
NC_031979.2	LOC109205014	lncRNA
NC_031979.2	LOC109205015	protein_coding
NC_031979.2	LOC109204965	protein_coding
NC_031979.2	LOC109205043	lncRNA
NC_031979.2	LOC112842197	lncRNA
NC_031979.2	LOC112842202	protein_coding
NC_031979.2	LOC109194656	protein_coding
NC_031979.2	LOC109204964	protein_coding
NC_031979.2	LOC112842086	protein_coding
NC_031979.2	LOC109204963	protein_coding
NC_031979.2	LOC109194667	protein_coding
NC_031979.2	LOC109204936	protein_coding
NC_031979.2	LOC109205058	lncRNA
NC_031979.2	LOC109204962	protein_coding
NC_031979.2	LOC109204961	protein_coding
NC_031979.2	LOC100711850	protein_coding
NC_031979.2	LOC109204960	protein_coding
NC_031979.2	LOC109204959	protein_coding
NC_031979.2	LOC109204958	protein_coding
NC_031979.2	LOC109204957	protein_coding
NC_031979.2	LOC109204956	protein_coding
NC_031979.2	LOC106098585	protein_coding
NC_031979.2	LOC106098586	protein_coding
NC_031979.2	LOC102079971	protein_coding
NC_031979.2	LOC100690305	protein_coding
NC_031979.2	LOC102080140	protein_coding
NC_031979.2	LOC100702822	protein_coding
NC_031979.2	tex26	protein_coding
NC_031979.2	LOC102080224	protein_coding
NC_031979.2	LOC102080321	protein_coding
NC_031979.2	LOC100690575	protein_coding
NC_031979.2	LOC100690850	protein_coding
NC_031979.2	brca2	protein_coding
NC_031979.2	LOC100691380	protein_coding
NC_031979.2	trmt9b	protein_coding
NC_031979.2	LOC100691652	protein_coding
NC_031979.2	LOC109194611	lncRNA
NC_031979.2	LOC100703546	protein_coding
NC_031979.2	LOC100691918	protein_coding
NC_031979.2	mab21l1	protein_coding
NC_031979.2	LOC102077567	lncRNA
NC_031979.2	LOC100704088	protein_coding
NC_031979.2	LOC102077216	lncRNA
NC_031979.2	LOC112842154	lncRNA
NC_031979.2	LOC100692187	protein_coding
NC_031979.2	LOC100704356	protein_coding
NC_031979.2	LOC100692457	protein_coding
NC_031979.2	LOC109204955	protein_coding
NC_031979.2	LOC100692726	protein_coding
NC_031979.2	LOC100704624	protein_coding
NC_031979.2	LOC100693000	protein_coding
NC_031979.2	LOC100704891	protein_coding
NC_031979.2	LOC100693268	protein_coding
NC_031979.2	urb1	protein_coding
NC_031979.2	LOC102079278	lncRNA
NC_031979.2	LOC100693803	protein_coding
NC_031979.2	tiam1	protein_coding
NC_031979.2	LOC100694350	protein_coding
NC_031979.2	LOC100705343	protein_coding
NC_031979.2	LOC100705610	protein_coding
NC_031979.2	LOC112842139	protein_coding
NC_031979.2	LOC100705871	protein_coding
NC_031979.2	LOC106098589	lncRNA
NC_031979.2	LOC100706138	protein_coding
NC_031979.2	usp16	protein_coding
NC_031979.2	rwdd2b	protein_coding
NC_031979.2	LOC100695412	protein_coding
NC_031979.2	gbe1	protein_coding
NC_031979.2	LOC100695940	protein_coding
NC_031979.2	mtus2	protein_coding
NC_031979.2	LOC100696463	protein_coding
NC_031979.2	LOC100706668	protein_coding
NC_031979.2	LOC100706939	protein_coding
NC_031979.2	cog6	protein_coding
NC_031979.2	lhfpl6	protein_coding
NC_031979.2	nek3	protein_coding
NC_031979.2	LOC100697000	protein_coding
NC_031979.2	LOC100697269	protein_coding
NC_031979.2	fndc3a	protein_coding
NC_031979.2	LOC100707736	protein_coding
NC_031979.2	LOC100697803	protein_coding
NC_031979.2	LOC102083172	lncRNA
NC_031979.2	lg14h3orf52	protein_coding
NC_031979.2	LOC100698069	protein_coding
NC_031979.2	LOC100708276	protein_coding
NC_031979.2	LOC100708544	protein_coding
NC_031979.2	rab30	protein_coding
NC_031979.2	prcp	protein_coding
NC_031979.2	fam181b	protein_coding
NC_031979.2	tenm4	protein_coding
NC_031979.2	nars2	protein_coding
NC_031979.2	gab2	protein_coding
NC_031979.2	maml2	protein_coding
NC_031979.2	yap1	protein_coding
NC_031979.2	cep126	protein_coding
NC_031979.2	trpc6	protein_coding
NC_031979.2	pgr	protein_coding
NC_031979.2	arhgap42	protein_coding
NC_031979.2	cntn5	protein_coding
NC_031979.2	LOC112842061	lncRNA
NC_031979.2	fbxo40	protein_coding
NC_031979.2	ttc36	protein_coding
NC_031979.2	LOC102078028	lncRNA
NC_031979.2	nectin1	protein_coding
NC_031979.2	LOC106097795	protein_coding
NC_031979.2	treh	protein_coding
NC_031979.2	ddx6	protein_coding
NC_031979.2	cxcr5	protein_coding
NC_031979.2	bcl9l	protein_coding
NC_031979.2	cdon	protein_coding
NC_031979.2	LOC106098588	lncRNA
NC_031979.2	LOC102079403	protein_coding
NC_031979.2	LOC109194655	protein_coding
NC_031979.2	LOC109204954	protein_coding
NC_031979.2	LOC109204953	protein_coding
NC_031979.2	LOC109205040	lncRNA
NC_031979.2	LOC112842159	lncRNA
NC_031979.2	LOC109204952	protein_coding
NC_031979.2	LOC112842087	protein_coding
NC_031979.2	LOC109194665	lncRNA
NC_031979.2	LOC109204950	pseudogene
NC_031979.2	LOC109194398	protein_coding
NC_031979.2	LOC109204951	protein_coding
NC_031979.2	LOC109194625	lncRNA
NC_031979.2	prdm10	protein_coding
NC_031979.2	aplp2	protein_coding
NC_031979.2	st14	protein_coding
NC_031979.2	dhx34	protein_coding
NC_031979.2	LOC112842149	lncRNA
NC_031979.2	spred3	protein_coding
NC_031979.2	psmd8	protein_coding
NC_031979.2	nup88	protein_coding
NC_031979.2	ehd2	protein_coding
NC_031979.2	bicra	protein_coding
NC_031979.2	napa	protein_coding
NC_031979.2	LOC100710636	protein_coding
NC_031979.2	bckdha	protein_coding
NC_031979.2	exosc5	protein_coding
NC_031979.2	tmem91	protein_coding
NC_031979.2	ppp1r13l	protein_coding
NC_031979.2	opa3	protein_coding
NC_031979.2	hnrnpul1	protein_coding
NC_031979.2	LOC100709303	protein_coding
NC_031979.2	LOC100709030	protein_coding
NC_031979.2	lgals4	protein_coding
NC_031979.2	axl	protein_coding
NC_031979.2	LOC102077316	protein_coding
NC_031979.2	LOC100705553	protein_coding
NC_031979.2	LOC100708224	pseudogene
NC_031979.2	LOC100705287	protein_coding
NC_031979.2	LOC109205081	lncRNA
NC_031979.2	LOC109205079	protein_coding
NC_031979.2	LOC109205077	protein_coding
NC_031979.2	LOC109205078	protein_coding
NC_031979.2	LOC109205080	protein_coding
NC_031979.2	LOC100696416	protein_coding
NC_031979.2	LOC102083299	pseudogene
NC_031979.2	LOC100695362	protein_coding
NC_031979.2	LOC100695095	protein_coding
NC_031979.2	LOC100694653	protein_coding
NC_031979.2	ppp5c	protein_coding
NC_031979.2	LOC100693927	protein_coding
NC_031979.2	LOC100696150	protein_coding
NC_031979.2	LOC100693661	protein_coding
NC_031979.2	LOC100693399	protein_coding
NC_031979.2	LOC100693127	protein_coding
NC_031979.2	LOC100691770	protein_coding
NC_031979.2	LOC100692852	protein_coding
NC_031979.2	LOC100692582	protein_coding
NC_031979.2	LOC100692311	protein_coding
NC_031979.2	LOC100692042	protein_coding
NC_031979.2	LOC100695891	protein_coding
NC_031979.2	sbds	protein_coding
NC_031979.2	LOC100691054	protein_coding
NC_031979.2	LOC102081627	lncRNA
NC_031979.2	caln1	protein_coding
NC_031979.2	galnt17	protein_coding
NC_031979.2	trnae-uuc	tRNA
NC_031979.2	LOC100690513	protein_coding
NC_031979.2	LOC109205099	pseudogene
NC_031979.2	LOC109205100	protein_coding
NC_031979.2	LOC100704491	protein_coding
NC_031979.2	LOC109204948	protein_coding
NC_031979.2	LOC109194646	protein_coding
NC_031979.2	LOC100704022	protein_coding
NC_031979.2	LOC100704294	protein_coding
NC_031979.2	gpr4	protein_coding
NC_031979.2	LOC100701682	protein_coding
NC_031979.2	LOC109194263	protein_coding
NC_031979.2	LOC102081845	protein_coding
NC_031979.2	LOC100702133	protein_coding
NC_031979.2	pld3	protein_coding
NC_031979.2	LOC100705366	protein_coding
NC_031979.2	LOC109205095	protein_coding
NC_031979.2	LOC102082485	protein_coding
NC_031979.2	kcnk6	protein_coding
NC_031979.2	LOC102082649	protein_coding
NC_031979.2	blvrb	protein_coding
NC_031979.2	sptbn4	protein_coding
NC_031979.2	LOC109194628	lncRNA
NC_031979.2	LOC112841726	protein_coding
NC_031979.2	LOC100705896	protein_coding
NC_031979.2	LOC102083020	protein_coding
NC_031979.2	LOC100706424	protein_coding
NC_031979.2	LOC100702938	protein_coding
NC_031979.2	LOC100706691	protein_coding
NC_031979.2	ercc2	protein_coding
NC_031979.2	LOC100707224	protein_coding
NC_031979.2	LOC112842104	lncRNA
NC_031979.2	zc3h4	protein_coding
NC_031979.2	sae1	protein_coding
NC_031979.2	LOC102076472	protein_coding
NC_031979.2	ccdc9	protein_coding
NC_031979.2	LOC109194603	lncRNA
NC_031979.2	LOC109194602	lncRNA
NC_031979.2	LOC100708294	protein_coding
NC_031979.2	LOC102076780	lncRNA
NC_031979.2	LOC102076849	lncRNA
NC_031979.2	LOC100708564	protein_coding
NC_031979.2	LOC109205074	lncRNA
NC_031979.2	LOC102077323	lncRNA
NC_031979.2	LOC100708832	protein_coding
NC_031979.2	LOC112842140	lncRNA
NC_031979.2	LOC100709106	protein_coding
NC_031979.2	LOC100709375	protein_coding
NC_031979.2	LOC112842271	snRNA
NC_031979.2	LOC100709643	protein_coding
NC_031979.2	LOC102079445	protein_coding
NC_031979.2	LOC100709916	protein_coding
NC_031979.2	LOC100703208	protein_coding
NC_031979.2	LOC102078319	protein_coding
NC_031979.2	LOC100703477	protein_coding
NC_031979.2	LOC100703753	protein_coding
NC_031979.2	LOC100710181	protein_coding
NC_031979.2	LOC100710442	protein_coding
NC_031979.2	myo7a	protein_coding
NC_031979.2	LOC100692992	protein_coding
NC_031979.2	pak1	protein_coding
NC_031979.2	LOC112842088	protein_coding
NC_031979.2	LOC102079332	lncRNA
NC_031979.2	LOC109204924	lncRNA
NC_031979.2	LOC109194630	protein_coding
NC_031979.2	LOC109194631	protein_coding
NC_031979.2	aqp11	protein_coding
NC_031979.2	clns1a	protein_coding
NC_031979.2	LOC109205044	lncRNA
NC_031979.2	LOC100710678	protein_coding
NC_031979.2	LOC102079067	protein_coding
NC_031979.2	LOC102076156	pseudogene
NC_031979.2	LOC112842124	lncRNA
NC_031979.2	LOC112842243	snRNA
NC_031979.2	LOC112842232	snRNA
NC_031979.2	LOC112842233	pseudogene
NC_031979.2	LOC112842244	snRNA
NC_031979.2	LOC112842307	snRNA
NC_031979.2	LOC112842241	snRNA
NC_031979.2	LOC112842306	snRNA
NC_031979.2	LOC112842269	snRNA
NC_031979.2	LOC112842340	snRNA
NC_031979.2	LOC112842245	snRNA
NC_031979.2	LOC112842334	snRNA
NC_031979.2	LOC112842240	snRNA
NC_031979.2	LOC112842332	snRNA
NC_031979.2	LOC112842270	snRNA
NC_031979.2	LOC112842324	snRNA
NC_031979.2	LOC112842283	snRNA
NC_031979.2	LOC112842231	snRNA
NC_031979.2	LOC112842235	pseudogene
NC_031979.2	LOC112842246	snRNA
NC_031979.2	LOC112842225	snRNA
NC_031979.2	LOC112842280	snRNA
NC_031979.2	LOC112842333	snRNA
NC_031979.2	LOC112842247	snRNA
NC_031979.2	LOC112842339	snRNA
NC_031979.2	LOC112842268	snRNA
NC_031979.2	LOC112842322	snRNA
NC_031979.2	LOC112842287	snRNA
NC_031979.2	LOC112842335	snRNA
NC_031979.2	LOC112842248	snRNA
NC_031979.2	LOC112842331	snRNA
NC_031979.2	LOC112842250	snRNA
NC_031979.2	LOC112842308	snRNA
NC_031979.2	LOC112842251	snRNA
NC_031979.2	LOC112842337	snRNA
NC_031979.2	LOC112842252	snRNA
NC_031979.2	LOC112842338	snRNA
NC_031979.2	LOC112842253	snRNA
NC_031979.2	LOC112842330	snRNA
NC_031979.2	LOC112842254	snRNA
NC_031979.2	LOC112842309	snRNA
NC_031979.2	LOC112842285	snRNA
NC_031979.2	LOC112842310	snRNA
NC_031979.2	LOC112842284	snRNA
NC_031979.2	LOC112842311	snRNA
NC_031979.2	LOC112842263	snRNA
NC_031979.2	LOC112842230	snRNA
NC_031979.2	LOC112842234	pseudogene
NC_031979.2	LOC112842259	snRNA
NC_031979.2	LOC112842223	snRNA
NC_031979.2	LOC112842255	snRNA
